Series Name,Series Code,Country Name,Country Code,Year.1,Value
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2007,2.665
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2008,2.586
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2009,2.52
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2010,2.464
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2011,2.417
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2012,2.376
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2013,2.339
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2014,2.303
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1967,6.745
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1968,6.666
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1969,6.574
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1970,6.465
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1971,6.332
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1972,6.175
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1973,6.004
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1974,5.831
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1975,5.681
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1976,5.585
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1977,5.557
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1978,5.603
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1979,5.714
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1980,5.87
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1981,6.042
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1982,6.193
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1983,6.296
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1984,6.338
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1985,6.313
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1986,6.226
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1987,6.097
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1988,5.944
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1989,5.777
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1990,5.601
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1991,5.421
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1992,5.237
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1993,5.052
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1994,4.867
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1995,4.685
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1996,4.504
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1997,4.325
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1998,4.146
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,1999,3.971
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2000,3.805
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2001,3.654
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2002,3.521
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2003,3.406
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2004,3.309
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2005,3.227
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2006,3.155
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2007,3.086
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2008,3.018
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2009,2.947
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2010,2.875
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2011,2.804
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2012,2.739
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2013,2.683
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2014,2.635
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1967,6.058
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1968,6.11
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1969,6.159
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1970,6.205
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1971,6.247
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1972,6.286
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1973,6.322
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1974,6.356
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1975,6.391
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1976,6.429
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1977,6.47
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1978,6.516
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1979,6.563
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1980,6.609
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1981,6.651
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1982,6.683
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1983,6.703
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1984,6.708
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1985,6.697
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1986,6.669
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1987,6.627
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1988,6.572
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1989,6.508
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1990,6.434
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1991,6.352
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1992,6.264
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1993,6.173
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1994,6.08
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1995,5.989
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1996,5.903
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1997,5.823
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1998,5.749
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,1999,5.682
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2000,5.621
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2001,5.567
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2002,5.515
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2003,5.464
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2004,5.413
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2005,5.358
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2006,5.299
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2007,5.235
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2008,5.166
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2009,5.093
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2010,5.017
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2011,4.938
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2012,4.859
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2013,4.781
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,2014,4.704
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1967,2.528
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1968,2.386
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1969,2.334
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1970,2.258
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1971,2.141
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1972,1.98
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1973,1.89
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1974,1.837
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1975,1.824
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1976,1.796
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1977,1.782
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1978,1.768
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1979,1.754
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1980,1.74
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1981,1.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1982,1.69
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1983,1.68
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1984,1.65
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1985,1.67
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1986,1.675
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1987,1.68
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1988,1.68
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1989,1.77
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1990,1.83
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1991,1.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1992,1.71
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1993,1.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1994,1.6695
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1995,1.639
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1996,1.592
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1997,1.55
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1998,1.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1999,1.51
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2000,1.49
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2001,1.505
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2002,1.52
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2003,1.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2004,1.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2005,1.54
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2006,1.5862
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2007,1.6589
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2008,1.6808
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2009,1.668
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2010,1.6269
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2011,1.61
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2012,1.61
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2013,1.61
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,2014,1.61
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1967,5.95
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1968,5.953
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1969,5.954
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1970,5.954
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1971,5.954
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1972,5.953
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1973,5.952
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1974,5.951
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1975,5.95
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1976,5.951
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1977,5.952
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1978,5.953
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1979,5.954
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1980,5.954
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1981,5.955
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1982,5.956
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1983,5.955
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1984,5.952
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1985,5.944
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1986,5.927
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1987,5.902
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1988,5.868
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1989,5.826
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1990,5.78
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1991,5.734
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1992,5.691
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1993,5.653
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1994,5.622
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1995,5.596
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1996,5.573
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1997,5.55
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1998,5.522
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,1999,5.488
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2000,5.446
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2001,5.393
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2002,5.329
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2003,5.257
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2004,5.176
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2005,5.089
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2006,4.996
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2007,4.902
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2008,4.807
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2009,4.714
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2010,4.624
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2011,4.537
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2012,4.451
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2013,4.368
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,2014,4.286
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1967,6.393
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1968,6.432
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1969,6.477
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1970,6.528
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1971,6.582
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1972,6.636
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1973,6.688
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1974,6.736
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1975,6.78
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1976,6.82
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1977,6.857
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1978,6.892
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1979,6.925
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1980,6.958
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1981,6.99
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1982,7.023
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1983,7.056
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1984,7.089
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1985,7.124
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1986,7.161
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1987,7.199
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1988,7.238
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1989,7.276
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1990,7.313
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1991,7.346
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1992,7.376
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1993,7.399
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1994,7.416
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1995,7.425
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1996,7.426
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1997,7.419
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1998,7.405
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,1999,7.384
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2000,7.354
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2001,7.315
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2002,7.268
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2003,7.212
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2004,7.147
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2005,7.074
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2006,6.992
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2007,6.901
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2008,6.804
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2009,6.701
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2010,6.594
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2011,6.485
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2012,6.374
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2013,6.264
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,2014,6.156
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1967,2.404
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1968,2.318
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1969,2.222
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1970,2.121
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1971,2.019
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1972,1.918
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1973,1.822
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1974,1.735
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1975,1.659
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1976,1.596
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1977,1.546
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1978,1.505
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1979,1.475
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1980,1.454
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1981,1.441
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1982,1.434
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1983,1.433
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1984,1.434
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1985,1.437
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1986,1.441
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1987,1.446
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1988,1.452
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1989,1.457
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1990,1.46
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1991,1.461
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1992,1.457
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1993,1.45
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1994,1.441
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1995,1.43
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1996,1.42
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1997,1.411
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1998,1.405
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1999,1.402
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2000,1.402
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2001,1.404
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2002,1.408
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2003,1.411
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2004,1.413
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2005,1.415
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2006,1.417
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2007,1.42
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2008,1.424
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2009,1.43
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,2010,1.436
